sku,template_group,template_sub_type,specs_object
71490,car_shampoo,prewash_foaming_shampoo,"{""ph_level"":""10.35 (Alkali)"",""features"":""Kar efekti (Snow Foam), yol filmini söker"",""dilution_ratio"":""1:50"",""foam_type"":""Snow Foam"",""dilution_foam_lance"":""1:2 - 1:12"",""dilution_pump"":""1:25 - 1:50"",""safe_on_ceramic_coatings"":true,""scent"":""Çiçek""}"
70778,car_shampoo,ph_neutral_shampoo,"{""ph_level"":""6.1 (Nötr)"",""features"":""Dolgu etkili parlaklık, su itici"",""dilution_ratio"":""1:50"",""wax_content"":true,""hydrophobic"":true,""foam_level"":""high"",""consumption_ml_per_liter"":""20-40""}"
701003,car_shampoo,ceramic_infused_shampoo,"{""contains_sio2"":true,""features"":""Wash & Wax, hidrofobik etki"",""dilution_ratio"":""1:50"",""wash_and_wax"":true,""dilution_kova"":""1:33 - 1:49"",""dilution_foam_lance"":""1:3"",""hydrophobic"":true,""eco_friendly"":true}"
71180,car_shampoo,prewash_foaming_shampoo,"{""foam_color"":""Fuşya (Pembe)"",""features"":""Renkli köpük, antistatik etki"",""dilution_ratio"":""1:80"",""antistatic"":true,""dilution_foam_lance"":""saf - 1:3"",""dilution_dosatron"":""0.8-2%"",""safe_on_paint"":true,""volume_kg"":25}"
73575,car_shampoo,prewash_foaming_shampoo,"{""features"":""Ağır kir ve gres sökücü, çift katmanlı etki"",""application_area"":""Ağır Vasıta / Otomobil"",""dilution_ratio"":""1:80"",""grease_remover"":true,""dilution_manual"":""1:50 (kaporta), 1:10 (jant)"",""self_service_ml_per_car"":""80-160"",""volume_kg"":25}"
701062,car_shampoo,prewash_foaming_shampoo,"{""sub_type"":""ph_neutral_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""grease_remover"":true,""diesel_remover"":true,""soot_remover"":true,""dilution_heavy"":""1:30 - 1:50"",""dilution_light"":""1:50 - 1:100"",""dilution_motor"":""1:10 - 1:20"",""volume_kg"":25}"
Q2M-EW500M,car_shampoo,rinseless_wash,"{""sub_type"":""ph_neutral_ceramic_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""ph_level"":""Nötr"",""contains_sio2"":true,""waterless_dilution"":""1:10 - 1:15"",""rinseless_dilution"":""1:150 - 1:256"",""dry_aid_dilution"":""1:20""}"
Q2M-FYA4000M,car_shampoo,prewash_foaming_shampoo,"{""sub_type"":""prewash_foaming_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""ph_level"":""Nötr (~7)"",""dilution_ratio"":""1:5 - 1:15"",""foam_thickness"":""1 cm+"",""dwell_time_seconds"":60,""consumption_ml_per_car"":50,""washes_per_bottle"":80}"
Q2M-BYA500M,car_shampoo,ph_neutral_shampoo,"{""sub_type"":""ph_neutral_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""ph_level"":""6 (Nötr)"",""dilution_ratio"":""1:500"",""consumption_ml_per_car"":20,""washes_per_bottle"":25}"
Q2M-BYA4000M,car_shampoo,ph_neutral_shampoo,"{""sub_type"":""ph_neutral_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""ph_level"":""6 (Nötr)"",""dilution_ratio"":""1:500"",""consumption_ml_per_car"":20,""washes_per_bottle"":200}"
Q2M-RWYA500M,car_shampoo,decon_shampoo,"{""sub_type"":""ppf_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""ph_level"":""6 (Hafif Asidik)"",""dilution_ratio"":""1:500"",""iron_remover"":true,""alkali_neutralizer"":true,""consumption_ml_per_car"":25,""washes_per_bottle"":20}"
Q2M-RW1000M,car_shampoo,decon_shampoo,"{""sub_type"":""ph_neutral_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""ph_level"":""6 (Hafif Asidik)"",""dilution_ratio"":""1:500"",""iron_remover"":true,""coating_restorer"":true,""consumption_ml_per_car"":25,""washes_per_bottle"":40}"
Q2M-BPYA500M,car_shampoo,ceramic_infused_shampoo,"{""sub_type"":""ph_neutral_ceramic_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""ph_level"":""6-7 (Nötr)"",""contains_sio2"":true,""sio2_percentage"":5,""durability_weeks"":8,""dilution_ratio"":""1:10 (Foam Lance)"",""consumption_ml_per_car"":17,""washes_per_bottle"":30}"
Q2M-TWYA500M,car_shampoo,towel_wash,"{""sub_type"":""ph_neutral_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""ph_level"":""7 (Nötr)"",""softener_free"":true,""fragrance_free"":true,""dye_free"":true,""low_foam"":true,""biodegradable"":true,""max_wash_temp"":40,""consumption_ml_per_wash"":30,""washes_per_bottle"":16}"
70616,car_shampoo,ph_neutral_shampoo,"{""sub_type"":""prewash_foaming_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""ph_level"":""Nötr"",""dilution_ratio"":""1:120"",""hydrophobic_effect"":true,""gloss_enhancer"":true,""volume_kg"":25}"
701851,car_shampoo,ph_neutral_shampoo,"{""sub_type"":""ph_neutral_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""black_streak_remover"":true,""plexiglass_safe"":true,""fiberglass_safe"":true,""aluminum_safe"":true,""dilution_ratio"":""1:9 (Genel) - 1:5 (İnatçı Kir)""}"
701801,car_shampoo,prewash_foaming_shampoo,"{""sub_type"":""prewash_foaming_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""ph_level"":""10.35 (Alkali)"",""foam_thickness"":""Kar Etkisi"",""dilution_foam_lance"":""1:2 - 1:12"",""dilution_pump"":""1:25 - 1:50""}"
75021,car_shampoo,prewash_foaming_shampoo,"{""sub_type"":""prewash_foaming_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""foam_power"":""2x standart"",""dilution_manual"":""1:50 (kaporta), 1:10 (jant)"",""self_service_ml_per_car"":""80-160"",""aluminum_safe"":true,""plastic_safe"":true,""volume_kg"":25}"
701980,car_shampoo,prewash_foaming_shampoo,"{""sub_type"":""prewash_foaming_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""ph_level"":""10"",""gloss_enhancer"":true,""antistatic_effect"":true,""dilution_foam_lance"":""1:4 - 1:9"",""dilution_bug_cleaner"":""1:10 - 1:15"",""volume_kg"":5}"
70942,car_shampoo,prewash_foaming_shampoo,"{""sub_type"":""ph_neutral_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""grease_remover"":true,""brushless"":true,""protective_shield"":true,""dilution_manual"":""1:50 (kaporta), 1:10 (jant)"",""self_service_ml_per_car"":""80-160"",""automatic_ml_per_car"":""10-40"",""volume_kg"":25}"
700387,car_shampoo,prewash_foaming_shampoo,"{""sub_type"":""ph_neutral_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""ph_level"":""13.9 (Yüksek Alkali)"",""grease_remover"":true,""industrial_grade"":true,""dilution_pump"":""1:25 - 1:50"",""dilution_foam_lance"":""1:2 - 1:3"",""dilution_spot"":""1:9""}"
72042,car_shampoo,prewash_foaming_shampoo,"{""sub_type"":""ph_neutral_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""ph_level"":""11.4 (Alkali)"",""heavy_duty"":true,""tarpaulin_safe"":true,""dilution_manual"":""1:50 (kaporta), 1:10 (jant)"",""self_service_ml_per_car"":""80-160"",""automatic_ml_per_car"":""10-40"",""volume_kg"":25}"
70640,car_shampoo,prewash_foaming_shampoo,"{""sub_type"":""ph_neutral_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""foam_color"":""Sarı"",""gloss_enhancer"":true,""scented"":true,""dilution_dosatron"":""1:50 - 1:100"",""dilution_foam_lance"":""1:9 - 1:12"",""consumption_per_car_g"":30,""volume_kg"":25}"
74258,car_shampoo,prewash_foaming_shampoo,"{""sub_type"":""ph_neutral_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""grease_remover"":true,""instant_action"":true,""brushless"":true,""dilution_body"":""1:50 - 1:80"",""dilution_truck"":""1:35"",""dilution_motor"":""1:10"",""volume_kg"":10}"
78783,car_shampoo,prewash_foaming_shampoo,"{""sub_type"":""ph_neutral_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""grease_remover"":true,""bug_remover"":true,""hard_water_resistant"":true,""moisturizing_agents"":true,""naoh_free"":true,""nta_free"":true,""biodegradable_surfactants"":true,""dilution_prewash"":""1:40 - 1:60 (araba), 1:25 - 1:50 (kamyon)"",""volume_kg"":5}"
78784,car_shampoo,prewash_foaming_shampoo,"{""sub_type"":""ph_neutral_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""grease_remover"":true,""bug_remover"":true,""hard_water_resistant"":true,""moisturizing_agents"":true,""naoh_free"":true,""nta_free"":true,""biodegradable_surfactants"":true,""dilution_prewash"":""1:40 - 1:60 (araba), 1:25 - 1:50 (kamyon)"",""volume_kg"":25}"
79284,car_shampoo,ph_neutral_shampoo,"{""sub_type"":""prewash_foaming_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""ph_level"":""7.0 (Nötr)"",""technology"":""Enzim Bazlı"",""foam_performance"":""5/5"",""cleaning_power"":""4/5"",""plant_based_surfactants"":true,""consumption_ml_per_car"":20,""volume_liters"":4.54}"
700508,car_shampoo,ph_neutral_shampoo,"{""sub_type"":""ph_neutral_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""ph_level"":""6.0"",""foam_color"":""Yeşil"",""technology"":""Enzim Bazlı"",""plant_based_surfactants"":true,""consumption_ml_per_car"":20}"
701422,car_shampoo,towel_wash,"{""sub_type"":""ph_neutral_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""technology"":""Enzim Bazlı"",""softener_free"":true,""bleach_free"":true,""max_wash_temp"":30,""max_spin_rpm"":800,""machine_wash"":true,""hand_wash"":true,""consumption_ml_per_kg_machine"":""15-40"",""consumption_ml_per_liter_hand"":""4-8"",""washes_per_bottle"":25}"
79281,car_shampoo,prewash_foaming_shampoo,"{""sub_type"":""prewash_foaming_shampoo"",""ph_label"":null,""concentrate"":null,""dilution"":null,""foam_level"":null,""lubricity_level"":null,""contains_sio2_or_wax"":null,""safe_on_ceramic_coatings"":null,""safe_on_ppf_wrap"":null,""recommended_bucket_ml"":null,""recommended_foam_cannon_ratio"":null,""stripping_power"":null,""scent"":null,""ph_level"":""11.50 (Alkali)"",""technology"":""Enzim Bazlı (Patent No: 14730984.3)"",""touchless_cleaning"":true,""naoh_free"":true,""phosphorus_free"":true,""edta_free"":true,""nta_free"":true,""plant_based_surfactants"":true,""consumption_ml_per_car"":50,""volume_liters"":4.54}"
Q2-OLE50M,ceramic_coating,paint_coating,"{""durability_months"":24,""durability_km"":25000,""layer_count"":1,""hardness"":""9H"",""ph_tolerance"":""2-11"",""contact_angle"":"">100°"",""application_surface"":""Boya"",""cure_time_hours"":12,""consumption_ml_per_car"":25}"
Q2-MLE50M,ceramic_coating,paint_coating,"{""durability_months"":36,""durability_km"":50000,""layer_count"":1,""note"":""2 kat uygulamada 48 ay dayanım"",""technology"":""Florin Modifiyeli Polisilazan"",""hardness"":""9H"",""contact_angle"":"">105°"",""ph_tolerance"":""2-11"",""shrinkage"":""<5%"",""consumption_ml_per_car"":20}"
Q2-PLE50M,ceramic_coating,paint_coating,"{""durability_months"":36,""durability_km"":40000,""layer_count"":1,""finish_effect"":""Candy Gloss (Şeker Parlaklığı)"",""hardness"":""9H"",""contact_angle"":"">110°"",""ph_tolerance"":""2-11"",""consumption_ml_per_car"":27}"
Q2-SLE50M,ceramic_coating,paint_coating_kit,"{""durability_months"":50,""durability_km"":50000,""layer_count"":""Multi (Mohs + Skin)"",""kit_contents"":[""Mohs EVO Base Coat"",""Skin EVO Top Coat""],""features"":""En yüksek hidrofobi ve kayganlık"",""contact_angle"":"">120°"",""ph_tolerance"":""2-11"",""consumption_ml_per_car"":20}"
Q2-MTEL50M,ceramic_coating,matte_coating,"{""durability_months"":24,""durability_km"":30000,""finish_effect"":""Mat/Saten (Parlatmaz)"",""application_surface"":[""Mat Boya"",""Mat PPF"",""Mat Vinil""],""ph_tolerance"":""2-11"",""contact_angle"":"">110°"",""consumption_ml_per_car"":30}"
